Time,U,V,W,U Avg,V Avg,W Avg,U'=U - U avg,V'=V - V avg,W'=W - W avg,Octant, ,Octant ID,1,-1,2,-2,3,-3,4,-4
87.01,32.43,-3.26,-1.00,,,,5.123466460,-3.308330476,-1.107577740,-4,,,,,,,,,,
87.02,33.12,-2.42,-2.07,,,,5.813466460,-2.468330476,-2.177577740,-4,,,,,,,,,,
87.03,32.72,-3.02,-2.02,,,,5.413466460,-3.068330476,-2.127577740,-4,,,,,,,,,,
87.04,31.22,-3.63,-1.97,,,,3.913466460,-3.678330476,-2.077577740,-4,,,,,,,,,,
87.05,29.73,-0.19,-1.48,,,,2.423466460,-0.238330476,-1.587577740,-4,,,,,,,,,,
87.06,25.87,2.63,-0.07,,,,-1.436533540,2.581669524,-0.177577740,-2,,,,,,,,,,
87.07,27.80,1.22,-0.77,,,,0.493466460,1.171669524,-0.877577740,-1,,,,,,,,,,
87.08,30.15,-1.83,1.74,,,,2.843466460,-1.878330476,1.632422260,4,,,,,,,,,,
87.09,32.50,0.44,1.99,,,,5.193466460,0.391669524,1.882422260,1,,,,,,,,,,
87.10,33.90,-1.46,1.83,,,,6.593466460,-1.508330476,1.722422260,4,,,,,,,,,,
87.11,34.42,-0.51,1.91,,,,7.113466460,-0.558330476,1.802422260,4,,,,,,,,,,
87.12,34.07,1.82,-0.99,,,,6.763466460,1.771669524,-1.097577740,-1,,,,,,,,,,
87.13,34.72,1.48,-1.37,,,,7.413466460,1.431669524,-1.477577740,-1,,,,,,,,,,
87.14,35.35,-1.09,-1.83,,,,8.043466460,-1.138330476,-1.937577740,-4,,,,,,,,,,
87.15,35.97,1.33,-1.77,,,,8.663466460,1.281669524,-1.877577740,-1,,,,,,,,,,
87.16,34.04,3.75,-1.72,,,,6.733466460,3.701669524,-1.827577740,-1,,,,,,,,,,
87.17,32.11,3.29,-1.24,,,,4.803466460,3.241669524,-1.347577740,-1,,,,,,,,,,
87.18,30.23,-0.66,-0.03,,,,2.923466460,-0.708330476,-0.137577740,-4,,,,,,,,,,
87.19,31.17,1.31,-0.63,,,,3.863466460,1.261669524,-0.737577740,-1,,,,,,,,,,
87.20,32.98,-2.51,-1.05,,,,5.673466460,-2.558330476,-1.157577740,-4,,,,,,,,,,
87.21,33.37,-0.60,-0.84,,,,6.063466460,-0.648330476,-0.947577740,-4,,,,,,,,,,
87.22,35.04,-2.20,-0.82,,,,7.733466460,-2.248330476,-0.927577740,-4,,,,,,,,,,
87.23,34.83,3.00,-1.97,,,,7.523466460,2.951669524,-2.077577740,-1,,,,,,,,,,
87.24,34.96,1.57,-2.24,,,,7.653466460,1.521669524,-2.347577740,-1,,,,,,,,,,
87.25,35.26,0.35,-2.26,,,,7.953466460,0.301669524,-2.367577740,-1,,,,,,,,,,
87.26,34.81,-0.87,-2.28,,,,7.503466460,-0.918330476,-2.387577740,-4,,,,,,,,,,
87.27,32.37,1.16,-1.85,,,,5.063466460,1.111669524,-1.957577740,-1,,,,,,,,,,
87.28,29.94,3.33,-1.43,,,,2.633466460,3.281669524,-1.537577740,-1,,,,,,,,,,
87.29,28.15,0.65,-1.43,,,,0.843466460,0.601669524,-1.537577740,-1,,,,,,,,,,
87.30,30.59,1.26,0.03,,,,3.283466460,1.211669524,-0.077577740,-1,,,,,,,,,,
87.31,32.06,3.37,-0.43,,,,4.753466460,3.321669524,-0.537577740,-1,,,,,,,,,,
87.32,32.43,2.23,-1.31,,,,5.123466460,2.181669524,-1.417577740,-1,,,,,,,,,,
87.33,32.82,1.09,-2.48,,,,5.513466460,1.041669524,-2.587577740,-1,,,,,,,,,,
87.34,33.59,0.03,-2.80,,,,6.283466460,-0.018330476,-2.907577740,-4,,,,,,,,,,
87.35,32.30,0.56,-1.66,,,,4.993466460,0.511669524,-1.767577740,-1,,,,,,,,,,
87.36,31.02,1.73,-0.52,,,,3.713466460,1.681669524,-0.627577740,-1,,,,,,,,,,
87.37,32.69,2.91,-1.82,,,,5.383466460,2.861669524,-1.927577740,-1,,,,,,,,,,
87.38,31.07,0.15,-0.53,,,,3.763466460,0.101669524,-0.637577740,-1,,,,,,,,,,
87.39,32.02,-1.59,-0.97,,,,4.713466460,-1.638330476,-1.077577740,-4,,,,,,,,,,
87.40,32.98,-3.33,-1.42,,,,5.673466460,-3.378330476,-1.527577740,-4,,,,,,,,,,
87.41,31.05,-3.62,-0.13,,,,3.743466460,-3.668330476,-0.237577740,-4,,,,,,,,,,
87.42,29.12,-3.92,1.16,,,,1.813466460,-3.968330476,1.052422260,4,,,,,,,,,,
87.43,30.01,-2.12,1.61,,,,2.703466460,-2.168330476,1.502422260,4,,,,,,,,,,
87.44,32.37,-1.97,1.14,,,,5.063466460,-2.018330476,1.032422260,4,,,,,,,,,,
87.45,31.97,-0.71,1.41,,,,4.663466460,-0.758330476,1.302422260,4,,,,,,,,,,
87.46,29.42,0.71,1.37,,,,2.113466460,0.661669524,1.262422260,1,,,,,,,,,,
87.47,28.24,1.89,1.47,,,,0.933466460,1.841669524,1.362422260,1,,,,,,,,,,
87.48,31.47,1.78,2.08,,,,4.163466460,1.731669524,1.972422260,1,,,,,,,,,,
87.49,31.50,3.00,1.19,,,,4.193466460,2.951669524,1.082422260,1,,,,,,,,,,
87.50,31.54,4.52,0.21,,,,4.233466460,4.471669524,0.102422260,1,,,,,,,,,,
87.51,31.79,3.08,0.49,,,,4.483466460,3.031669524,0.382422260,1,,,,,,,,,,
87.52,33.38,4.54,-0.73,,,,6.073466460,4.491669524,-0.837577740,-1,,,,,,,,,,
87.53,33.79,3.81,-0.12,,,,6.483466460,3.761669524,-0.227577740,-1,,,,,,,,,,
87.54,33.53,-2.15,-1.60,,,,6.223466460,-2.198330476,-1.707577740,-4,,,,,,,,,,
87.55,33.27,-2.68,-2.49,,,,5.963466460,-2.728330476,-2.597577740,-4,,,,,,,,,,
87.56,33.25,-3.22,-2.80,,,,5.943466460,-3.268330476,-2.907577740,-4,,,,,,,,,,
87.57,33.24,-2.68,-2.82,,,,5.933466460,-2.728330476,-2.927577740,-4,,,,,,,,,,
87.58,31.67,-2.14,-2.87,,,,4.363466460,-2.188330476,-2.977577740,-4,,,,,,,,,,
87.59,31.47,1.71,-2.58,,,,4.163466460,1.661669524,-2.687577740,-1,,,,,,,,,,
87.60,31.27,-0.62,-2.29,,,,3.963466460,-0.668330476,-2.397577740,-4,,,,,,,,,,
87.61,27.95,-2.96,-1.65,,,,0.643466460,-3.008330476,-1.757577740,-4,,,,,,,,,,
87.62,31.81,-3.70,-0.38,,,,4.503466460,-3.748330476,-0.487577740,-4,,,,,,,,,,
87.63,33.18,-4.06,0.41,,,,5.873466460,-4.108330476,0.302422260,4,,,,,,,,,,
87.64,28.74,-0.44,0.99,,,,1.433466460,-0.488330476,0.882422260,4,,,,,,,,,,
87.65,28.45,2.12,-0.27,,,,1.143466460,2.071669524,-0.377577740,-1,,,,,,,,,,
87.66,30.08,3.79,-0.18,,,,2.773466460,3.741669524,-0.287577740,-1,,,,,,,,,,
87.67,31.72,2.86,-0.10,,,,4.413466460,2.811669524,-0.207577740,-1,,,,,,,,,,
87.68,26.35,1.93,-0.19,,,,-0.956533540,1.881669524,-0.297577740,-2,,,,,,,,,,
87.69,27.45,1.20,0.06,,,,0.143466460,1.151669524,-0.047577740,-1,,,,,,,,,,
87.70,31.02,1.63,0.06,,,,3.713466460,1.581669524,-0.047577740,-1,,,,,,,,,,
87.71,32.57,2.74,-0.35,,,,5.263466460,2.691669524,-0.457577740,-1,,,,,,,,,,
87.72,30.48,-0.46,0.17,,,,3.173466460,-0.508330476,0.062422260,4,,,,,,,,,,
87.73,29.24,-1.22,-0.15,,,,1.933466460,-1.268330476,-0.257577740,-4,,,,,,,,,,
87.74,27.48,-3.81,-0.06,,,,0.173466460,-3.858330476,-0.167577740,-4,,,,,,,,,,
87.75,29.06,-2.69,0.01,,,,1.753466460,-2.738330476,-0.097577740,-4,,,,,,,,,,
87.76,26.23,-0.98,1.07,,,,-1.076533540,-1.028330476,0.962422260,3,,,,,,,,,,
87.77,26.91,0.70,0.80,,,,-0.396533540,0.651669524,0.692422260,2,,,,,,,,,,
87.78,28.74,-1.09,1.83,,,,1.433466460,-1.138330476,1.722422260,4,,,,,,,,,,
87.79,26.75,2.10,1.62,,,,-0.556533540,2.051669524,1.512422260,2,,,,,,,,,,
87.80,26.57,0.83,0.84,,,,-0.736533540,0.781669524,0.732422260,2,,,,,,,,,,
87.81,25.64,1.55,0.01,,,,-1.666533540,1.501669524,-0.097577740,-2,,,,,,,,,,
87.82,27.03,1.03,-0.46,,,,-0.276533540,0.981669524,-0.567577740,-2,,,,,,,,,,
87.83,28.42,0.51,-0.94,,,,1.113466460,0.461669524,-1.047577740,-1,,,,,,,,,,
87.84,25.54,-2.33,-1.03,,,,-1.766533540,-2.378330476,-1.137577740,-3,,,,,,,,,,
87.85,25.71,-3.20,-0.75,,,,-1.596533540,-3.248330476,-0.857577740,-3,,,,,,,,,,
87.86,25.88,-4.08,-0.48,,,,-1.426533540,-4.128330476,-0.587577740,-3,,,,,,,,,,
87.87,27.48,-1.64,-1.15,,,,0.173466460,-1.688330476,-1.257577740,-4,,,,,,,,,,
87.88,29.24,-3.06,-0.94,,,,1.933466460,-3.108330476,-1.047577740,-4,,,,,,,,,,
87.89,27.97,0.23,-0.35,,,,0.663466460,0.181669524,-0.457577740,-1,,,,,,,,,,
87.90,23.64,4.43,-0.52,,,,-3.666533540,4.381669524,-0.627577740,-2,,,,,,,,,,
87.91,22.17,1.48,0.71,,,,-5.136533540,1.431669524,0.602422260,2,,,,,,,,,,
87.92,21.87,1.25,1.77,,,,-5.436533540,1.201669524,1.662422260,2,,,,,,,,,,
87.93,23.97,-1.03,2.02,,,,-3.336533540,-1.078330476,1.912422260,3,,,,,,,,,,
87.94,26.08,-3.31,2.27,,,,-1.226533540,-3.358330476,2.162422260,3,,,,,,,,,,
87.95,24.83,-3.33,2.38,,,,-2.476533540,-3.378330476,2.272422260,3,,,,,,,,,,
87.96,27.03,-1.49,1.13,,,,-0.276533540,-1.538330476,1.022422260,3,,,,,,,,,,
87.97,25.02,-1.75,0.98,,,,-2.286533540,-1.798330476,0.872422260,3,,,,,,,,,,
87.98,24.25,0.13,0.57,,,,-3.056533540,0.081669524,0.462422260,2,,,,,,,,,,
87.99,23.29,0.01,0.68,,,,-4.016533540,-0.038330476,0.572422260,3,,,,,,,,,,
88.00,23.89,1.75,0.31,,,,-3.416533540,1.701669524,0.202422260,2,,,,,,,,,,
88.01,24.86,-0.49,0.20,,,,-2.446533540,-0.538330476,0.092422260,3,,,,,,,,,,
88.02,24.59,0.43,1.04,,,,-2.716533540,0.381669524,0.932422260,2,,,,,,,,,,
88.03,25.18,1.02,0.63,,,,-2.126533540,0.971669524,0.522422260,2,,,,,,,,,,
88.04,30.05,0.10,0.15,,,,2.743466460,0.051669524,0.042422260,1,,,,,,,,,,
88.05,27.61,0.56,0.39,,,,0.303466460,0.511669524,0.282422260,1,,,,,,,,,,
88.06,27.07,-0.78,0.68,,,,-0.236533540,-0.828330476,0.572422260,3,,,,,,,,,,
88.07,26.19,-2.75,0.49,,,,-1.116533540,-2.798330476,0.382422260,3,,,,,,,,,,
88.08,24.33,0.49,0.57,,,,-2.976533540,0.441669524,0.462422260,2,,,,,,,,,,
88.09,24.52,0.92,0.63,,,,-2.786533540,0.871669524,0.522422260,2,,,,,,,,,,
88.10,26.57,2.00,0.38,,,,-0.736533540,1.951669524,0.272422260,2,,,,,,,,,,
88.11,26.13,0.99,0.31,,,,-1.176533540,0.941669524,0.202422260,2,,,,,,,,,,
88.12,25.69,-0.01,0.24,,,,-1.616533540,-0.058330476,0.132422260,3,,,,,,,,,,
88.13,27.54,-0.93,0.31,,,,0.233466460,-0.978330476,0.202422260,4,,,,,,,,,,
88.14,26.87,-0.12,0.27,,,,-0.436533540,-0.168330476,0.162422260,3,,,,,,,,,,
88.15,27.07,0.07,0.44,,,,-0.236533540,0.021669524,0.332422260,2,,,,,,,,,,
88.16,26.37,-1.05,0.71,,,,-0.936533540,-1.098330476,0.602422260,3,,,,,,,,,,
88.17,25.67,-2.17,0.98,,,,-1.636533540,-2.218330476,0.872422260,3,,,,,,,,,,
88.18,27.88,2.05,0.51,,,,0.573466460,2.001669524,0.402422260,1,,,,,,,,,,
88.19,30.09,3.14,0.05,,,,2.783466460,3.091669524,-0.057577740,-1,,,,,,,,,,
88.20,28.61,4.23,-0.38,,,,1.303466460,4.181669524,-0.487577740,-1,,,,,,,,,,
88.21,23.89,0.70,0.28,,,,-3.416533540,0.651669524,0.172422260,2,,,,,,,,,,
88.22,26.25,2.46,-0.04,,,,-1.056533540,2.411669524,-0.147577740,-2,,,,,,,,,,
88.23,31.36,3.65,-0.87,,,,4.053466460,3.601669524,-0.977577740,-1,,,,,,,,,,
88.24,28.80,4.84,-0.45,,,,1.493466460,4.791669524,-0.557577740,-1,,,,,,,,,,
88.25,30.30,3.13,-0.80,,,,2.993466460,3.081669524,-0.907577740,-1,,,,,,,,,,
88.26,26.69,2.01,-1.15,,,,-0.616533540,1.961669524,-1.257577740,-2,,,,,,,,,,
88.27,26.21,2.52,-0.70,,,,-1.096533540,2.471669524,-0.807577740,-2,,,,,,,,,,
88.28,26.27,1.63,-0.48,,,,-1.036533540,1.581669524,-0.587577740,-2,,,,,,,,,,
88.29,26.33,0.74,-0.27,,,,-0.976533540,0.691669524,-0.377577740,-2,,,,,,,,,,
88.30,27.41,1.04,-0.31,,,,0.103466460,0.991669524,-0.417577740,-1,,,,,,,,,,
88.31,30.32,-0.41,-1.33,,,,3.013466460,-0.458330476,-1.437577740,-4,,,,,,,,,,
88.32,28.04,-1.22,-1.86,,,,0.733466460,-1.268330476,-1.967577740,-4,,,,,,,,,,
88.33,25.54,-3.61,-0.96,,,,-1.766533540,-3.658330476,-1.067577740,-3,,,,,,,,,,
88.34,24.45,-1.78,-0.97,,,,-2.856533540,-1.828330476,-1.077577740,-3,,,,,,,,,,
88.35,27.32,-0.49,-2.02,,,,0.013466460,-0.538330476,-2.127577740,-4,,,,,,,,,,
88.36,25.11,-0.74,-2.60,,,,-2.196533540,-0.788330476,-2.707577740,-3,,,,,,,,,,
88.37,23.17,-2.10,-1.66,,,,-4.136533540,-2.148330476,-1.767577740,-3,,,,,,,,,,
88.38,21.96,-2.67,-0.73,,,,-5.346533540,-2.718330476,-0.837577740,-3,,,,,,,,,,
88.39,21.40,1.05,-0.63,,,,-5.906533540,1.001669524,-0.737577740,-2,,,,,,,,,,
88.40,23.00,2.62,-0.65,,,,-4.306533540,2.571669524,-0.757577740,-2,,,,,,,,,,
88.41,28.79,-0.49,-0.20,,,,1.483466460,-0.538330476,-0.307577740,-4,,,,,,,,,,
88.42,27.84,-1.15,-0.23,,,,0.533466460,-1.198330476,-0.337577740,-4,,,,,,,,,,
88.43,25.58,-0.49,-0.43,,,,-1.726533540,-0.538330476,-0.537577740,-3,,,,,,,,,,
88.44,26.30,1.09,-0.24,,,,-1.006533540,1.041669524,-0.347577740,-2,,,,,,,,,,
88.45,24.77,2.08,0.35,,,,-2.536533540,2.031669524,0.242422260,2,,,,,,,,,,
88.46,25.38,1.21,0.27,,,,-1.926533540,1.161669524,0.162422260,2,,,,,,,,,,
88.47,25.99,0.35,0.20,,,,-1.316533540,0.301669524,0.092422260,2,,,,,,,,,,
88.48,21.66,2.04,0.62,,,,-5.646533540,1.991669524,0.512422260,2,,,,,,,,,,
88.49,25.38,1.90,0.68,,,,-1.926533540,1.851669524,0.572422260,2,,,,,,,,,,
88.50,26.60,3.08,0.76,,,,-0.706533540,3.031669524,0.652422260,2,,,,,,,,,,
88.51,24.21,4.15,1.46,,,,-3.096533540,4.101669524,1.352422260,2,,,,,,,,,,
88.52,27.43,3.65,1.87,,,,0.123466460,3.601669524,1.762422260,1,,,,,,,,,,
88.53,28.56,3.15,2.28,,,,1.253466460,3.101669524,2.172422260,1,,,,,,,,,,
88.54,27.59,1.18,2.09,,,,0.283466460,1.131669524,1.982422260,1,,,,,,,,,,
88.55,26.50,1.37,2.38,,,,-0.806533540,1.321669524,2.272422260,2,,,,,,,,,,
88.56,25.42,1.57,2.52,,,,-1.886533540,1.521669524,2.412422260,2,,,,,,,,,,
88.57,28.51,4.23,2.33,,,,1.203466460,4.181669524,2.222422260,1,,,,,,,,,,
88.58,26.39,2.95,2.16,,,,-0.916533540,2.901669524,2.052422260,2,,,,,,,,,,
88.59,28.43,1.67,2.48,,,,1.123466460,1.621669524,2.372422260,1,,,,,,,,,,
88.60,29.17,3.44,2.33,,,,1.863466460,3.391669524,2.222422260,1,,,,,,,,,,
88.61,31.25,3.56,2.18,,,,3.943466460,3.511669524,2.072422260,1,,,,,,,,,,
88.62,33.34,3.68,1.56,,,,6.033466460,3.631669524,1.452422260,1,,,,,,,,,,
88.63,30.68,2.09,0.52,,,,3.373466460,2.041669524,0.412422260,1,,,,,,,,,,
88.64,26.48,4.25,1.27,,,,-0.826533540,4.201669524,1.162422260,2,,,,,,,,,,
88.65,22.61,3.33,1.03,,,,-4.696533540,3.281669524,0.922422260,2,,,,,,,,,,
88.66,24.15,1.14,0.88,,,,-3.156533540,1.091669524,0.772422260,2,,,,,,,,,,
88.67,26.60,0.77,1.13,,,,-0.706533540,0.721669524,1.022422260,2,,,,,,,,,,
88.68,28.11,0.98,1.64,,,,0.803466460,0.931669524,1.532422260,1,,,,,,,,,,
88.69,32.07,4.17,0.07,,,,4.763466460,4.121669524,-0.037577740,-1,,,,,,,,,,
88.70,30.09,2.57,0.85,,,,2.783466460,2.521669524,0.742422260,1,,,,,,,,,,
88.71,27.23,4.10,-1.93,,,,-0.076533540,4.051669524,-2.037577740,-2,,,,,,,,,,
88.72,26.06,3.88,-0.96,,,,-1.246533540,3.831669524,-1.067577740,-2,,,,,,,,,,
88.73,24.89,3.68,0.01,,,,-2.416533540,3.631669524,-0.097577740,-2,,,,,,,,,,
88.74,28.13,1.86,1.44,,,,0.823466460,1.811669524,1.332422260,1,,,,,,,,,,
88.75,27.43,2.49,1.30,,,,0.123466460,2.441669524,1.192422260,1,,,,,,,,,,
88.76,24.07,-1.30,1.88,,,,-3.236533540,-1.348330476,1.772422260,3,,,,,,,,,,
88.77,23.70,0.03,2.87,,,,-3.606533540,-0.018330476,2.762422260,3,,,,,,,,,,
88.78,28.33,-2.67,3.49,,,,1.023466460,-2.718330476,3.382422260,4,,,,,,,,,,
88.79,29.01,-1.09,3.53,,,,1.703466460,-1.138330476,3.422422260,4,,,,,,,,,,
88.80,27.34,-0.87,3.37,,,,0.033466460,-0.918330476,3.262422260,4,,,,,,,,,,
88.81,25.11,1.69,3.12,,,,-2.196533540,1.641669524,3.012422260,2,,,,,,,,,,
88.82,22.89,4.25,3.08,,,,-4.416533540,4.201669524,2.972422260,2,,,,,,,,,,
88.83,24.00,2.96,2.67,,,,-3.306533540,2.911669524,2.562422260,2,,,,,,,,,,
88.84,26.37,-0.23,2.26,,,,-0.936533540,-0.278330476,2.152422260,3,,,,,,,,,,
88.85,25.49,-0.68,2.39,,,,-1.816533540,-0.728330476,2.282422260,3,,,,,,,,,,
88.86,28.09,-0.49,2.52,,,,0.783466460,-0.538330476,2.412422260,4,,,,,,,,,,
88.87,29.28,1.06,0.54,,,,1.973466460,1.011669524,0.432422260,1,,,,,,,,,,
88.88,28.68,2.63,1.53,,,,1.373466460,2.581669524,1.422422260,1,,,,,,,,,,
88.89,22.52,4.54,1.34,,,,-4.786533540,4.491669524,1.232422260,2,,,,,,,,,,
88.90,23.68,2.45,1.08,,,,-3.626533540,2.401669524,0.972422260,2,,,,,,,,,,
88.91,27.05,2.22,-0.13,,,,-0.256533540,2.171669524,-0.237577740,-2,,,,,,,,,,
88.92,26.62,2.75,-0.26,,,,-0.686533540,2.701669524,-0.367577740,-2,,,,,,,,,,
88.93,29.56,3.12,0.18,,,,2.253466460,3.071669524,0.072422260,1,,,,,,,,,,
88.94,33.92,-0.01,-0.23,,,,6.613466460,-0.058330476,-0.337577740,-4,,,,,,,,,,
88.95,35.01,-3.15,-0.65,,,,7.703466460,-3.198330476,-0.757577740,-4,,,,,,,,,,
88.96,34.03,-1.57,-0.44,,,,6.723466460,-1.618330476,-0.547577740,-4,,,,,,,,,,
88.97,33.05,0.98,-1.53,,,,5.743466460,0.931669524,-1.637577740,-1,,,,,,,,,,
88.98,30.52,-2.79,-2.02,,,,3.213466460,-2.838330476,-2.127577740,-4,,,,,,,,,,
88.99,27.99,-3.79,-2.25,,,,0.683466460,-3.838330476,-2.357577740,-4,,,,,,,,,,
89.00,31.29,-4.80,-2.69,,,,3.983466460,-4.848330476,-2.797577740,-4,,,,,,,,,,
89.01,29.67,-4.05,-2.91,,,,2.363466460,-4.098330476,-3.017577740,-4,,,,,,,,,,
89.02,28.45,-0.71,-3.58,,,,1.143466460,-0.758330476,-3.687577740,-4,,,,,,,,,,
89.03,27.48,-0.49,-2.49,,,,0.173466460,-0.538330476,-2.597577740,-4,,,,,,,,,,
89.04,24.47,-1.29,-1.40,,,,-2.836533540,-1.338330476,-1.507577740,-3,,,,,,,,,,
89.05,21.46,-1.14,0.20,,,,-5.846533540,-1.188330476,0.092422260,3,,,,,,,,,,
89.06,22.13,-0.99,1.82,,,,-5.176533540,-1.038330476,1.712422260,3,,,,,,,,,,
89.07,25.76,-1.20,2.26,,,,-1.546533540,-1.248330476,2.152422260,3,,,,,,,,,,
89.08,27.16,0.10,2.44,,,,-0.146533540,0.051669524,2.332422260,2,,,,,,,,,,
89.09,28.44,-2.21,2.49,,,,1.133466460,-2.258330476,2.382422260,4,,,,,,,,,,
89.10,29.73,-4.52,2.54,,,,2.423466460,-4.568330476,2.432422260,4,,,,,,,,,,
89.11,30.97,-3.23,2.07,,,,3.663466460,-3.278330476,1.962422260,4,,,,,,,,,,
89.12,32.22,-1.94,1.60,,,,4.913466460,-1.988330476,1.492422260,4,,,,,,,,,,
89.13,31.18,0.00,1.89,,,,3.873466460,-0.048330476,1.782422260,4,,,,,,,,,,
89.14,30.91,2.99,0.07,,,,3.603466460,2.941669524,-0.037577740,-1,,,,,,,,,,
89.15,31.61,0.24,-0.25,,,,4.303466460,0.191669524,-0.357577740,-1,,,,,,,,,,
89.16,32.33,-2.51,-0.57,,,,5.023466460,-2.558330476,-0.677577740,-4,,,,,,,,,,
89.17,32.79,1.48,-0.71,,,,5.483466460,1.431669524,-0.817577740,-1,,,,,,,,,,
89.18,33.25,-0.31,-1.37,,,,5.943466460,-0.358330476,-1.477577740,-4,,,,,,,,,,
89.19,33.40,-2.29,-1.29,,,,6.093466460,-2.338330476,-1.397577740,-4,,,,,,,,,,
89.20,33.56,-4.28,-1.33,,,,6.253466460,-4.328330476,-1.437577740,-4,,,,,,,,,,
89.21,26.08,-2.30,0.89,,,,-1.226533540,-2.348330476,0.782422260,3,,,,,,,,,,
89.22,29.82,-3.29,-0.22,,,,2.513466460,-3.338330476,-0.327577740,-4,,,,,,,,,,
89.23,29.87,2.09,0.66,,,,2.563466460,2.041669524,0.552422260,1,,,,,,,,,,
89.24,24.21,2.53,1.48,,,,-3.096533540,2.481669524,1.372422260,2,,,,,,,,,,
89.25,23.27,1.73,2.12,,,,-4.036533540,1.681669524,2.012422260,2,,,,,,,,,,
89.26,22.34,1.48,2.57,,,,-4.966533540,1.431669524,2.462422260,2,,,,,,,,,,
89.27,27.77,0.74,2.16,,,,0.463466460,0.691669524,2.052422260,1,,,,,,,,,,
89.28,29.91,-1.28,1.76,,,,2.603466460,-1.328330476,1.652422260,4,,,,,,,,,,
89.29,32.06,-3.31,0.51,,,,4.753466460,-3.358330476,0.402422260,4,,,,,,,,,,
89.30,27.61,-2.69,0.54,,,,0.303466460,-2.738330476,0.432422260,4,,,,,,,,,,
89.31,27.65,-0.74,0.35,,,,0.343466460,-0.788330476,0.242422260,4,,,,,,,,,,
89.32,27.70,1.20,0.17,,,,0.393466460,1.151669524,0.062422260,1,,,,,,,,,,
89.33,27.41,1.30,1.97,,,,0.103466460,1.251669524,1.862422260,1,,,,,,,,,,
89.34,26.64,2.04,1.14,,,,-0.666533540,1.991669524,1.032422260,2,,,,,,,,,,
89.35,25.40,1.22,0.85,,,,-1.906533540,1.171669524,0.742422260,2,,,,,,,,,,
89.36,28.56,-2.09,2.15,,,,1.253466460,-2.138330476,2.042422260,4,,,,,,,,,,
89.37,29.87,0.31,1.72,,,,2.563466460,0.261669524,1.612422260,1,,,,,,,,,,
89.38,29.27,-0.43,0.68,,,,1.963466460,-0.478330476,0.572422260,4,,,,,,,,,,
89.39,28.67,-1.18,-0.35,,,,1.363466460,-1.228330476,-0.457577740,-4,,,,,,,,,,
89.40,28.92,-0.44,-0.06,,,,1.613466460,-0.488330476,-0.167577740,-4,,,,,,,,,,
89.41,27.72,-3.57,1.32,,,,0.413466460,-3.618330476,1.212422260,4,,,,,,,,,,
89.42,30.47,-3.48,0.44,,,,3.163466460,-3.528330476,0.332422260,4,,,,,,,,,,
89.43,33.23,-3.40,-0.44,,,,5.923466460,-3.448330476,-0.547577740,-4,,,,,,,,,,
89.44,34.36,-4.17,0.02,,,,7.053466460,-4.218330476,-0.087577740,-4,,,,,,,,,,
89.45,35.29,-4.69,-0.43,,,,7.983466460,-4.738330476,-0.537577740,-4,,,,,,,,,,
89.46,32.56,-3.38,-0.88,,,,5.253466460,-3.428330476,-0.987577740,-4,,,,,,,,,,
89.47,29.84,-2.08,0.57,,,,2.533466460,-2.128330476,0.462422260,4,,,,,,,,,,
89.48,31.37,-1.14,1.01,,,,4.063466460,-1.188330476,0.902422260,4,,,,,,,,,,
89.49,32.91,-0.21,1.46,,,,5.603466460,-0.258330476,1.352422260,4,,,,,,,,,,
89.50,32.46,-2.98,-0.10,,,,5.153466460,-3.028330476,-0.207577740,-4,,,,,,,,,,
89.51,26.80,-2.16,1.98,,,,-0.506533540,-2.208330476,1.872422260,3,,,,,,,,,,
89.52,27.62,-0.59,1.87,,,,0.313466460,-0.638330476,1.762422260,4,,,,,,,,,,
89.53,29.15,-0.34,2.25,,,,1.843466460,-0.388330476,2.142422260,4,,,,,,,,,,
89.54,30.68,-0.10,2.73,,,,3.373466460,-0.148330476,2.622422260,4,,,,,,,,,,
89.55,31.61,-0.49,2.80,,,,4.303466460,-0.538330476,2.692422260,4,,,,,,,,,,
89.56,28.42,-2.58,3.04,,,,1.113466460,-2.628330476,2.932422260,4,,,,,,,,,,
89.57,28.99,-3.44,3.12,,,,1.683466460,-3.488330476,3.012422260,4,,,,,,,,,,
89.58,32.79,-4.23,2.37,,,,5.483466460,-4.278330476,2.262422260,4,,,,,,,,,,
89.59,33.76,3.59,1.64,,,,6.453466460,3.541669524,1.532422260,1,,,,,,,,,,
89.60,33.88,-0.32,2.42,,,,6.573466460,-0.368330476,2.312422260,4,,,,,,,,,,
89.61,33.89,-0.47,-1.33,,,,6.583466460,-0.518330476,-1.437577740,-4,,,,,,,,,,
89.62,33.85,-0.72,-1.65,,,,6.543466460,-0.768330476,-1.757577740,-4,,,,,,,,,,
89.63,30.42,-0.98,-1.97,,,,3.113466460,-1.028330476,-2.077577740,-4,,,,,,,,,,
89.64,27.00,0.78,-0.63,,,,-0.306533540,0.731669524,-0.737577740,-2,,,,,,,,,,
89.65,30.41,-0.09,-1.30,,,,3.103466460,-0.138330476,-1.407577740,-4,,,,,,,,,,
89.66,31.38,-2.26,0.35,,,,4.073466460,-2.308330476,0.242422260,4,,,,,,,,,,
89.67,31.82,-2.01,-0.61,,,,4.513466460,-2.058330476,-0.717577740,-4,,,,,,,,,,
89.68,32.26,-1.76,-1.57,,,,4.953466460,-1.808330476,-1.677577740,-4,,,,,,,,,,
